puzzles,solutions
075100840000050090009003607001520970200030008008640003056072400024000036000009010,375196842862754391419283657631528974247931568598647123156372489924815736783469215
078034000200090600419005007030800021800000540025003060500207809000081050306040100,678134295253798614419625387934856721867912543125473968541267839792381456386549172
394000100607400500000030690900300060700918000003020740860700405000001207001052030,394265178617489523258137694925374861746918352183526749862793415539641287471852936
140700600300040000208503040000002901003610085710009020400000039090400076005087400,149728653357146298268593147584372961923614785716859324471265839892431576635987412
620000490470320080001009003000706540180450200006002307030080050000530071905000000,623178495479325186851649723392716548187453269546892317734981652268534971915267834
900050081007820400050060027001204006302005800700030009503090640600301050074000100,926457381137829465458163927891274536362915874745638219513792648689341752274586193
804605902000900000730100086205300000600008051090042070001850309000006018307000400,814675932526983147739124586275361894643798251198542673461857329952436718387219465
001000360405010072030060508090470030240001005003089006607300049180290000000006080,871925364465813972932764518596472831248631795713589426627358149184297653359146287
467009200803070090000085006509000000010000703702500160000001004240006908100250630,467319285853672491921485376539167842614928753782543169376891524245736918198254637
005900603320604090790081020000000401817009000060027300000740008940506030003000105,485972613321654897796381524239865471817439256564127389152743968948516732673298145
000804003007200049020300150005068010739002005800507002010003908000000060002791030,196854723357216849428379156245968317739142685861537492514623978973485261682791534
003601005007000020600580009000900543900200700048000100050043910070002060014006008,493621875587439621621587439162978543935214786748365192256843917879152364314796258
370200800040079500001006000000057000163000070800104290005000043710000602200481009,379215864648379521521846937492657318163928475857134296985762143714593682236481759
207098600058001030000000007802000590640000083903400200001853009520700000009060010,237598641458671932196342857872136594645927183913485276761853429524719368389264715
701090304000807059040050000087500900010600035003002640205403801904070020060000000,751296384326847159849351267687534912412689735593712648275463891934178526168925473
040070000301000000850901030005200608100300097072890053000720004604000080090605020,249573816361482579857961432935217648186354297472896153513728964624139785798645321
070230001020098060340105097000000150501007624094000000000056000200301806807000300,976234581125798463348165297782643159531987624694512738413856972259371846867429315
760003008003000470000051002042007306590040810070060000800200004005800109420900500,761423958253698471984751632142587396596342817378169245819235764635874129427916583
003000617000020089050706300807930002000008960105000000030014070028069045400800003,283495617674123589951786324867931452342578961195642738539214876728369145416857293
006740302187000065000000090900305208670000000250908010809012050040003000300680001,596741382187239465432856197914365278678124539253978614869412753741593826325687941
800300260100007009024008350009080430060015000700002010095600000000090004403251070,857349261136527849924168357519786432362415798748932615295674183671893524483251976
009002500502300006016405030390020010807000900000503800071008400040600000000070128,439762581582319746716485239395827614827146953164593872971238465248651397653974128
604700050005038060900000702050090021060450030380670000700300009002040500003100246,624719358175238964938564712457893621269451837381672495746325189812946573593187246
001073004860290500900000706000460050023500680070300000042080013780002000015900000,251673894867294531934851726198467352423519687576328149642785913789132465315946278
060008030097046000035709600200001306700200590086500010320070004000000080001400259,462158937197346825835729641254891376713264598986537412328975164549612783671483259
000034072201800409060019030800050700000048906792000540970120000008000650014003000,589634172231875469467219835846952713153748926792361548975126384328497651614583297
010000028700020039090706400000072500007010380306040901061530000405090007900400800,614953728758124639293786415189372546547619382326845971861537294435298167972461853
000800102316002008400003097605000000720000041001379500508000200000150003090047060,957864132316792458482513697635421789729685341841379526578936214264158973193247865
936000800002000705000042030001760023305091600000008000600039004000200509009150078,936517842412683795578942136891765423325491687764328951657839214183274569249156378
000050070070061009482000000005003284001020700300809001004100006090630050106972000,619458372573261849482397615965713284841526793327849561734185926298634157156972438
000002070300010204405087906000605080801090500030140600000209030274030009010060705,196452378387916254425387916749625183861793542532148697658279431274531869913864725
008390700000400006209070500000060430537000060900805102406901000710000820803020004,658392741371458296249176583182769435537214968964835172426981357715643829893527614
010408005000093016209100070604000300153000780800070001060200598007064000320810040,716428935548793216239156874674981352153642789892375461461237598987564123325819647
007200006960003708005090240010530000074800509000004600840002000309046072006050910,437285196962413758185697243618539427274861539593724681841972365359146872726358914
000400562806030400002170903010820307704690008050043000300968010000000600007000025,173489562896532471542176983619825347734691258258743196325968714481257639967314825
400501603000200900957040000803060007005930084020105000206700458100803002000000039,482591673361278945957346821893462517615937284724185396236719458149853762578624139
409058000061400028000010930300079056000001800027640010500007160082000700900032000,439258671761493528258716934314879256695321847827645319543987162182564793976132485
080001000600200007405690302000802156000900004130007089090300021801000590503060000,382471965619253847475698312947832156258916734136547289794385621861724593523169478
005002030030089620070600000800903760002045100190000008300700850000106074000090006,685472931431589627279631485854913762762845193193267548316724859928156374547398216
005001200168040070470090580720030010000000730090570000050916340003000608000028000,935781264168245973472693581726839415584162739391574826857916342213457698649328157
060007040000090238000120900007600009500203000003040580082410060340700052750080001,269837145174596238835124976417658329598273614623941587982415763341769852756382491
030078002700090050005201400008006001200400090510700306420030600000009080981600520,134578962762394158895261437348956271276413895519782346427835619653129784981647523
000306400000001509067049020005600800108090034046082007050028090700503080030000100,219356478483271569567849321975634812128795634346182957651428793794513286832967145
012095000500600008008034072400300000307000065180450020009700806004001000000026903,712895634543672198968134572425369781397218465186457329259743816634981257871526943
809020003000801940650007200206900000030045000080706410000060037520003109100500800,819624753372851946654397281246918375731245698985736412498162537527483169163579824
000805030800060050020073010210040097090500620507001400930004802400000060086910300,149825736873169254625473918218346597394587621567291483931654872452738169786912345
006025087000403015005900600040800029087000300000010450300051000000680040018007092,436125987879463215125978634541836729287594361963712458394251876752689143618347592
600030002030148000010200480008000710390004000521907006240003061070509800000000920,684735192932148675715296483468352719397614258521987346249873561176529834853461927
090108073600000250030090108054203800073800020000004005002001004009000530008470960,495128673681347259237596148954263817173859426826714395562931784749682531318475962
002140008680500072075006010000000140104390005003200806840070050320050900507900600,932147568681539472475826319298765143164398725753214896849673251326451987517982634
400000003971002060000807915030000689840500000006103200507400002010020040080639500,458961723971352468623847915135274689842596137796183254567418392319725846284639571
059000820008067910030002004900056000006320097025100038100740000007008065000093002,759431826248567913631982754973856241816324597425179638162745389397218465584693172
009007010037019502010600080024500000308020060100080009200968700000004608050300100,589247316637819542412635987724596831398721465165483279241968753973154628856372194
096000000400230680070059001030006000108070050000800094005041072702500003380090100,296184537451237689873659421539426718148973256627815394965341872712568943384792165
438500000000240710000600005500080200001029070060030840040007009902860300053000604,438571962695243718127698435574186293381429576269735841846357129912864357753912684
016000802350020007809400000000250100000030084002017036500000700460001905003760018,716593842354128697829476351638254179175639284942817536581942763467381925293765418
308020106000100007402007530040279000060043005000500980150006740700002600003000019,378425196596138427412697538845279361961843275237561984159386742784912653623754819
030800090105006000004107830009001384060300120000489000207500060600004000800090250,736842591185936742924157836579261384468375129312489675297518463653724918841693257
300184560060390080102007003601008070000060000070415009049000800700000215500230900,397184562465392781182657493651928374924763158873415629249571836736849215518236947
700060003300014200092500004560700100109003070008020090004072081000000600056080049,741268953385914267692537814563749128129853476478126395934672581817495632256381749
170032450004870300200056010059000000000095074630008200080000931000003002000600748,178932456564871329293456817459267183812395674637148295786524931941783562325619748
030090600700100042650207008170600020000080905000324000010405030093860014400000850,234598671789136542651247398178659423342781965965324187816475239593862714427913856
006410980090000005150037026020703000704801000905020300542000007807002150000008060,276415983493286715158937426621793548734851692985624371542169837867342159319578264
740020000080003096600105807003050004807000160001900032510070020020418900900000403,749826351185743296632195847293651784857234169461987532514379628326418975978562413
200385009040010000065000007670000048100700035084200090039004506701060004050820100,217385469948617352365492817673951248192748635584236791839174526721563984456829173
970010030023094060006005802000006009309080000200037485000000001804500720790100050,978612534523894167146375892487256319359481276261937485635728941814569723792143658
001054090009600002832009000908700504010005006600320700200007000000830050470061803,761254398549683172832179645928716534317495286654328719283547961196832457475961823
680002073700000106021030050305010000290500008000096400009870600000300081500420097,684152973753984126921637854345718269296543718817296435139875642472369581568421397
900001006057086000630700200500090602709002540004000103480050001071403850000020000,942531786157286934638749215513894672769312548824675193486957321271463859395128467
400059070501600008006000043002004300710020060000165800060030901900007680054080002,438259176571643298296871543682794315715328469349165827867432951923517684154986732
000970000581004060006050043900002058027000104040300000010743000302068090450029006,234976815581234967796851243963412758827695134145387629619743582372568491458129376
630050009008700000025190800000020038700064021090003040300080064152600000040007502,637458219918732456425196873564921738783564921291873645379285164152649387846317592
005000746000900100102347000600015370000060020800700509096008003507004008304001250,935182746478956132162347985629815374753469821841723569296578413517234698384691257
070020930004000000600073205460008702005002010903001048100034070890600000002090600,578126934234589167619473285461358792785942316923761548156234879897615423342897651
410000000070026090000709008080030560506000142901000030000243005260570000000901084,419385726875426391623719458782134569536897142941652837198243675264578913357961284
910000026805009000604037508003208004100470050078000003050040900200060130000790600,917584326835629471624137598593218764162473859478956213756341982249865137381792645
090400160300000050000275304910847000402050083000060000800031975500008000076000200,295483167347916852681275394913847526462159783758362419824631975539728641176594238
000005000750040002201098064870006301100000050095070840900061003020080070004300089,469215738758643912231798564872456391146839257395172846987561423623984175514327689
407130020002000000500084600005000170910602038300900400006009800840705200093010006,487136925162597384539284617625843179914672538378951462756329841841765293293418756
004093080500006700083015000130008247046000803000020900020057006705009010091040000,674293185512486739983715624139568247246971853857324961428157396765839412391642578
250300700807500604104008020900000073013402800006830000020149007090006030605000100,259364781837521694164978325982615473713492856546837912328149567491756238675283149
400760080000800203006952007030000001819005600070608094200007049708024500100300000,421763985957841263386952417634279851819435672572618394263587149798124536145396728
090760000003002560407500000310050006800300204026070090700140020650900300000003010,295768431183492567467531982314259876879316254526874193738145629651927348942683715
000008005201730800008400671600500700349010000080009024090005080560070002007900300,476198235251736849938452671612584793349217568785369124193625487564873912827941356
010590030308004602054020000940600000507002060003081700000000471400038500026007098,712596834398714652654823917941675283587342169263981745835269471479138526126457398
050000000040079260760481000500732004130000000009000508007060403600040985020800710,951326847348579261762481359586732194134958672279614538897165423613247985425893716
000150290108030500004000007060080059041007002890200130000000863200900400075043000,736154298128739546954628317362481759541397682897265134419572863283916475675843921
609007040840600003020050900200000084050038706000019530408072000900000658030906020,619327845845691273327854961293765184154238796786419532468572319972143658531986427
003020409090500070500807102670003905000149060000000084400000020260058000901300600,783621459192534876546897132674283915825149763319765284438916527267458391951372648
000000390630104027800507014008005700060900000079020438050063002100400000004709580,741286395635194827892537614218345769463978251579621438957863142186452973324719586
860401920000000000403200875020156000007000400090040031058000300000520040002613090,865471923279385164413269875324156789187932456596847231658794312931528647742613598
610240800300070050097006300009005200460009000032800041040050190701308006000700503,615243879384971652297586314179435268468129735532867941843652197751398426926714583
208030040004210080370405609400007910800020450900500003160003700000190800000600032,298736541654219387371485629425367918837921456916548273162853794743192865589674132
090040065720080003040025780000100306302504001609000000000672050004000000001003897,893741265725986413146325789457198326382564971619237548938672154574819632261453897
007000200060030945000980100580106009000400003004890507006025004239000700070000680,947561238168237945352984176583176429791452863624893517816725394239648751475319682
850610000006094070093500006309800240080000500000200081400060020205003109060070300,854617932126394875793528416319856247682741593547239681431965728275483169968172354
050007201013908000800006049609200050000070030780300004004000900570604020000153070,956437281413928567827516349639241758145879632782365194364782915571694823298153476
406100030078060000100000402000090120009678004503400906002310009734002005000705080,426159837378264591195837462647593128219678354583421976852316749734982615961745283
190604730750900002800000500037420009601003000020805000000100256900087014004030080,192654738753918642846372591537421869681793425429865173378149256965287314214536987
300000210740050600005089047090008000000270500010604073400013080008005936020060001,389746215741352698265189347697538124834271569512694873456913782178425936923867451
005361002700005009021080040010850060000073490043200007000040005236000070000609800,495361782768425319321987546917854263652173498843296157189742635236518974574639821
180006050030904600000020007004089210900060300300057006000500001010008090560073802,182736459735914628496825137674389215958261374321457986843592761217648593569173842
809060700075400001002508300410093005080010690007004030634200000000100000250037080,849361752375429861162578349416893275583712694927654138634285917798146523251937486
008000200053070001790020830400500026500047090360900000001068402004005300070004918,148356279253879641796421835419583726582647193367912584931768452824195367675234918
201085004045000060980007030004930012800000000070006043000840090360090005002500107,231685974745319268986427531654938712823174659179256843517842396368791425492563187
010069054400170083002000907009040760708050000203800100500006039324010500080000020,817369254495172683632584917159243768748651392263897145571426839324918576986735421
030008940001970052002100008000090680120050430598060000004002506000300000867040010,735628941681974352942135768473291685126857439598463127314782596259316874867549213
010089000709003084000605200003508009400060170125040003000001000840700030060200900,216489357759123684384675291673518429498362175125947863932851746841796532567234918
030600572680200010009040003760928005050700000001006030800000900012090860500014007,134689572685273419279145683763928145458731296921456738847362951312597864596814327
020905670800040000097600013605030000100800004000400362050083206000090001073002850,324915678816347925597628413645239187132876594789451362951783246268594731473162859
900000057037096020648000000080200539010073840004060000800410300052000700000850192,921384657537196428648725913786241539215973846394568271879412365152639784463857192
005072000000006290030980045003050000000107008807000456000040902580010600069308007,195472863748536291236981745623854179954167328817293456371645982582719634469328517
000078000038104600750020009000006007060007120100850304003900410619030002000060503,496578231238194675751623849384216957965347128127859364573982416619435782842761593
600000500910200000057000138409007060000004270038520000075063000302058690000410007,684371529913285746257649138429137865561894273738526914175963482342758691896412357
030016400005209070460030028090683500510000004603000000027400030000570290801002006,732816459185249673469735128294683517518927364673154982927461835346578291851392746
300205740900000050000400208000600890008513600702004030605008007010000083049020100,381265749924781356576439218153672894498513672762894531635148927217956483849327165
104000200076093584000060000740085000090300000008016092000507306020001050003800071,134758269276193584985264137742985613691372845358416792819547326427631958563829471
005402106090007020801090030080000059900630001400100080000900340070001005006870002,735482196694317528821596734183724659952638471467159283218965347379241865546873912
800209140100835900060000030010000270096020000700003015004006000000500890308071420,835269147147835962269714538413658279596127384782493615924386751671542893358971426
063800024000000705200739800000104560045300000900002008180020009002607000036005100,763851924819246735254739816328194567645378291971562348187423659592617483436985172
700004001009320600800100000047960105000040003506801409090700300000090806612500070,723684591159327648864159237247963185981245763536871429498716352375492816612538974
000000012040957800306402900900070561001603000020080040004100750803005090015800600,579368412142957836386412975938274561451693287627581349294136758863725194715849623
805610400002704085000003060004500000096007020500000036740120809000008300920035071,875612493362794185419853267234569718196387524587241936743126859651978342928435671
001200900060059003208070000016040007700805200500300068002008609034601080000094100,351286974467159823298473516816942357743865291529317468172538649934621785685794132
086007000403006809907302000040000586002900700000018004601004200000800357300070040,586497132423156879917382465149723586862945713735618924671534298294861357358279641
400090510081600790700320060070040800530270009600500020003010200090000685040008030,426897513381654792759321468972143856538276149614589327863915274197432685245768931
000020900814005030200071006000006050050040389321080070900300107085900000760204005,576423918814695732239871546498736251657142389321589674942358167185967423763214895
100070052008960047406500809020007014360802005000030000630000700000095008904010000,193478652258963147476521839829657314361842975547139286635284791712395468984716523
760040002020750809004108000370005460041200900900000030056010000030009100200600308,768943512123756849594128673372895461641237985985461237856312794437589126219674358
600000020704001069000027540400059001009080350068400002000045016907008000150000098,635894127724531869891627543473259681219786354568413972382945716947168235156372498
501920030080100400006030100003200806602000049490000700070600350000380004205014060,541928637387156492926437185753249816612873549498561723874692351169385274235714968
000095000093208046500316020000840200001000087350000069060000012204700000809050730,682495173193278546547316928976843251421569387358127469765934812234781695819652734
600080070010200005050001934080500290403100000270036800068003500001092400000600008,649385172317249685852761934186574293493128756275936841768413529531892467924657318
076090540000100000080050302850030160004700000261080009490007053020805007000020406,376298541542173698189456372857932164934761825261584739498617253623845917715329486
401700000765080000039005042002001809010067000094200003003000650050030094080024010,421793586765482931839615742572341869318967425694258173243179658157836294986524317
080004026705300091060700000370005069004600200800001007029570000100026000050908430,983154726745362891261789354372845169514697283896231547429573618138426975657918432
000430280050207006700000015420003900003146000018700000005901702690000804000360000,169435287854217396732698415426853971973146528518729643345981762691572834287364159
802001703400580000000002006061004000000903050500068079080079402314000060090100035,852691743436587291179432586961754328728913654543268179685379412314825967297146835
040091500003500090007802001800400600950620070064039200010060085000000030280710040,648391527123576894597842361832457619951628473764139258319264785476985132285713946
020040600105200070007803000940307102000050030700020809001080700600004590830009006,329745681185296374467813925948367152216958437753421869591682743672134598834579216
059030000070009406603000058020070009546000071000201003000800010700026804190304002,459638127872519436613742958321475689546983271987261543264897315735126894198354762
038100090090040625040702003800030970900000040570000302006905800300607001051400000,238156794197348625645792183812534976963271548574869312426915837389627451751483269
094050160008026700020000093403790020250040038100002600000109050670080000001370000,794853162318926745526417893463798521257641938189532674832169457675284319941375286
001096842003040070080001005004000060200100308000572000005209700809030004700000601,571396842923845176486721935154983267297164358368572419645219783819637524732458691
509703000006000827240800003308570600010090400094062000852009001000080090000401006,589723164136945827247816953328574619615398472794162538852639741461287395973451286
003070420750000006002300100409001280005008009061050030080410960030207000914800500,193576428758124396642389157479631285325748619861952734287415963536297841914863572
800004002500030401061057003210000087004060000703900206600008300090075000020400510,839614752572839461461257893216543987984762135753981246645128379198375624327496518
863000007000305009902170040695000430370020860020040005001086000000200506040001090,863492157417365289952178643695817432374529861128643975531986724789234516246751398
300000400008500079000602518006090030800005001704810620200000704107009200965400000,351978462628541379479632518516294837832765941794813625283156794147389256965427183
500670013100085000000020706094000300800703200057008091005000402600900030002416089,529674813176385924483129756294561378861793245357248691915837462648952137732416589
000038010974005200000400600062010007390200804500080030450000306006903050008020001,625738419974165283183492675862314597391257864547689132459871326216943758738526941
020007130000021005400008090800060257000030006900500004230940060016070800000800003,625497138389621475471358692843169257152734986967582314238945761516273849794816523
000057006080090040704608050675200098090000170800300000000010462302080507017000039,139457286586192743724638951675241398293865174841379625958713462362984517417526839
090000805186090400205003006900100503300070040020804607004200300700946100000010020,493621875186795432275483916947162583368579241521834697814257369732946158659318724
003804601520900073046700000400007102310006850000205004059000030001000208070020009,793854621528961473146732985465387192312496857987215364259148736631579248874623519
000150000008000097230806040341000006020090078000503200700604081405020060860000009,674159832158342697239876145341287956526491378987563214792634581415928763863715429
400300000895007302607000090000130640060000503000009820310602007900840005050000410,421396758895417362637528194782135649169284573543769821314652987976841235258973416
105360020204080659790000001040100876003076240000050000001805900900000430300200007,185369724234781659796542381549123876813976245627458193471835962952617438368294517
000483500056900304008700190300005008000204619041070000100009403500320076020000050,219483567756912384438756192362195748875234619941678235187569423594321876623847951
016400820700309006050000001007020090100030075092006008905670040003185000000004003,316457829728319456459862731837521694164938275592746318985673142243185967671294583
900400070620890400043006280008107940001520000000004006500000007006900320210070095,985432671627891453143756289358167942461529738792384516539248167876915324214673895
046001305000004791807900400075400000030590800000020016300080900020030040581700020,946271385253864791817953462675418239132596874498327516364182957729635148581749623
002007891000030400090104036007000640980050000006419500050600780070200003040803920,432567891168932457795184236517328649984756312326419578253691784879245163641873925
007300000005960107680040020030200009591080600800570400479001000300095001000004208,917352864245968137683147925734216589591483672862579413479821356328695741156734298
017200800902000516000080002200061400040000380001730029600470190430900005070008030,517296843982347516364185972293861457746529381851734629625473198438912765179658234
010600502450700018209000000608050039000380047000001060300402000920005006170003900,817634592453729618269518473648257139591386247732941865386492751924175386175863924
039000810000070092006480070308004005000105020000067400054000300600900000973028006,739652814845371692126489573318294765467135928592867431254716389681943257973528146
300007620009810705020503001000904000080051079010080003200049100705000960006200004,351497628469812735827563491573924816684351279912786543238649157745138962196275384
070080000000000856006304002120540093300902070009700080734019500500070140008006020,271685934493127856856394712127548693385962471649731285734219568562873149918456327
700900003502000174083000500400000006239080050050070940061590007000400800007310200,714925683592836174683741592478159326239684751156273948861592437325467819947318265
961000005240005970003080206000200013009570000720004000600001090405963000000407038,961742385248635971573189246854296713319578462726314859637821594485963127192457638
009000120021090340500000006402067000900280501080530460300600000000040987045920000,679453128821796345534812796452167839963284571187539462398671254216345987745928613
000007030596800000702005000040053602207400000100760980001090406000304700980000150,418627539596831247732945861849153672267489315153762984371598426625314798984276153
083010000507603020401000750029000170000705206000080034600032090045006000000109408,283517649597643821461928753829364175134795286756281934618432597945876312372159468
900200074003046058018090002850700390004065000270010060697000000000001500540300700,965238174723146958418597632856724391134965287279813465697452813382671549541389726
560480000000023405070000830600001003008000009109750200300900654040200180700106090,563487921891623475274519836627891543458362719139754268312978654946235187785146392
700800010000467032030005006006000100452000069901600045005039070000100400090708251,769823514518467932234915786386594127452371869971682345145239678827156493693748251
000090014030650000429800007500786090010503400080000000100900003054002006608300270,865297314731654829429831657543786192917523468286419735172968543354172986698345271
070086000041003090009510802600100050080400601500027380000740960000009700003000245,275986134841273596369514872632198457987435621514627389158742963426359718793861245
016090008370000040090000025830027009700009630200401500000180004020006000600375001,516294378372518946498763125835627419741859632269431587953182764127946853684375291
504009610002850000803004007700060205230085900100790060060103040007020053000000790,574239618612857439893614527749361285236485971158792364965173842487926153321548796
004523800010090026500608000400007008195080000070140230600200900003400015000036070,764523891318794526529618347432967158195382764876145239647251983283479615951836472
680000204904600010037010508000436000042500800503102070000075903800009041070000080,681753294954628317237914568798436152142597836563182479416875923825369741379241685
008020000534078090906004700080600435000007100302400060007060003019050082000200501,178926354534178296926534718781692435645387129392415867257861943419753682863249571
009580000074006020301700900000200060900031200705900104400009000530800007600300418,269583741874196523351742986143257869986431275725968134418679352532814697697325418
206800005041003069090007320900001000003650704870042130400270010050006002000090080,236819475741523869598467321964731258123658794875942136489275613357186942612394587
910000700203008650050070081400000068702030400000600103000097000800105029306402000,918546732273918654654273981431759268762831495589624173125397846847165329396482517
010076085007000400005821006800030079093600021000905000200060000409010603130000098,312476985687593412945821736864132579593647821721985364258369147479218653136754298
090500700370006008018070920701040009003709250620001004040030005805200030000080460,296518743374926518518473926751342689483769251629851374142637895865294137937185462
180036020205000800076000900850040000000020050030107006090570204410300005007910030,189436527245791863376285941851649372764823159932157486693578214418362795527914638
060094000200530004050780039003001062502043098070800000900050103400200070700019080,368194257297536814154782639843971562512643798679825341986457123431268975725319486
000040163000005427000237005600000000070010389583700000091674050005009700020800904,257948163938165427164237895619483572472516389583792641391674258845329716726851934
005001600870450009900820000003900185020030700500040020608000390097000012400370050,235791648871456239964823571743962185129538764586147923658214397397685412412379856
040000570008031906300904081002060309005490000070083100000600032010078000750200600,941826573528731946367954281482167359135492867679583124894615732216378495753249618
071006080000000024080003109090708450040200003006905000005800602069010570308007040,971426385653189724284573169192738456547261893836945217715894632469312578328657941
400098003007006910000105020002974006500000200890060730000081000083200070010300064,421798653357426918968135427132974586576813249894562731745681392683249175219357864
760005000002040090080126730691000400000039250030800000000473020500201078000090610,763985142152347896984126735691752483478639251235814967816473529549261378327598614
007493000000020004006000219840010500009000820600705003100506780502008030300100040,217493658985621374436857219843219567759364821621785493194536782572948136368172945
080700095041006000000009631000000289700405000306201500500008060070060020104003700,683712495941356872257849631415637289728495316396281547532178964879564123164923758
006500204000078600590200010320450009407901050005030070100000980000026003048100007,876519234214378695593264718321457869467981352985632471132745986759826143648193527
820179040040620003500400000006008002352040801001500900904000630670300425000000007,823179546149625783567483219496718352352946871781532964914257638678391425235864197
045600070001035006280109000570000301000210050100083907400800005900040802003002690,345628179791435286286179543578964321639217458124583967462891735957346812813752694
040708260103000079070002100710406000082000054500000900001045002000930086406080030,945718263123564879678392145719456328382179654564823917831645792257931486496287531
000031040200560700008004953601002000005900084003700092070390060410600807000000500,957831246234569718168274953691482375725913684843756192572398461419625837386147529
700080205060700498050090000541000900000000083000126700008001027600407000090850306,719684235362715498854293671541378962276549183983126754438961527625437819197852346
037900060109007008802050300010096050603700402000840010000002041000600080256001007,537928164149367528862154379714296853683715492925843716398572641471639285256481937
500306800200000710049570000050030009074000620002140080000098006031205000906400007,517326894263984715849571362158632479374859621692147583425798136731265948986413257
020000096000730004805000200400380620002091007637005000069000800300140000070208059,723854196916732584845916273491387625582691437637425918269573841358149762174268359
075003098000100300084006002902740000000098050430005100020009480000070060760000523,175423698296187345384956712952741836617398254438265179521639487843572961769814523
700004109060980050004000062005030700900520813018007006086103040000600030001250000,752364189163982457894715362625831794947526813318497526286173945579648231431259678
670900002000032401013000890050706000001340085069010000500004300800205060002800709,674981532985632471213457896458726913721349685369518247596174328837295164142863759
006784500350000600100000240010030700600418000000906038038650001540002000002001890,296784513354129687187563249819235764673418952425976138938657421541892376762341895
381006900002480000005200061003008070000120503400670020004000710900300080070905604,381756942692481357745239861123598476867124593459673128534862719916347285278915634
030090000468270001001508007700100583600000140905030200000400098070050400020080630,537691824468273951291548367742169583683725149915834276356412798879356412124987635
020570000000800500000023461308000912004300006570060030601458070092007000400001083,126574398943816527785923461368745912214389756579162834631458279892637145457291683
000050000000970360507084001900803020004600100006200974480009003703000650005001082,329156847148972365567384291971843526254697138836215974482569713713428659695731482
004500001160000070709800304630018400097000000508000269340096008020030900000000502,284573691163429875759861324632918457497652183518347269345296718821735946976184532
020081070800030009300700640640005030057000000001270806090500200000010487004620300,426981573875436129319752648648195732257863914931274856793548261562319487184627395
000095080040670005000002137803000500210300670070019023057000004306900010020006900,732195486148673295569482137893267541215348679674519823957821364386954712421736958
350200006090000048870001300000670280000094000000003015041050060200008970600309024,354287196192536748876941352413675289528194637769823415941752863235468971687319524
080406502000008067007230090020910800305004020000500010100700300098051006504802000,981476532253198467647235198426917853315684729879523614162749385798351246534862971
500910208000008009004600071290054810001000057860000000600270000120030090040500630,576913248312748569984625371297354816431862957865197423653279184128436795749581632
000000490730405006100870005508002700010360000094000802006019030020000000870023004,685231497732495186149876325568942713217368549394157862456719238923584671871623954
083001009006000030000020805029406070035290006004508100001050060090074308400300207,583741629246985731917623845829416573135297486764538192371852964692174358458369217
500390047094000000270001806008940050000072004107503902615000020400805000009600100,561398247894267513273451896328946751956172384147583962615739428432815679789624135
002890054000000000738000106809704060005002000416350002593400000600007020040061309,162893754954176238738245196829714563375682941416359872593428617681937425247561389
040713920602040000070600800001500009007004358980000704023050000106080435000900600,548713926612849573379625841431578269267194358985362714823456197196287435754931682
047062300803000020120050007008000105600004980209005003000810000050436070701009600,547962318893741526126358497478293165635174982219685743364817259952436871781529634
209180040300090706008036000740050002000200003501003804600901050002700600894000010,269187345315492786478536921743859162986214573521673894637921458152748639894365217
005003201200800003006000570100200400930056000070190000409060058017004300800729006,795643281241875963386912574168237495932456817574198632429361758617584329853729146
005407009030000170100089002060900010070054008290008706080001037000020940403006025,625417389839265174147389562568972413371654298294138756982541637756823941413796825
000001306060940107900037482070420000530000010002800509400350000207009003081070000,724581396863942157915637482179425638538796214642813579496358721257169843381274965
700006002103050800046930000000000000050010267208693050000507039900800024014000600,795186342123754896846932715461275983359418267278693451682547139937861524514329678
201839000005060732604700008000050076950400000000013490007040300400008061008506200,271839654895164732634725918143952876956487123782613495567241389429378561318596247
057004000060300001008051042406700805001930060300008100009000650570006020002080907,157824396264379581938651742496712835781935264325468179819247653573196428642583917
300000905120035000607801400000900602005740000910053000000006207034009080280070130,348267915129435768657891423473918652865742391912653874591386247734129586286574139
600205408009000003080347100028064007050000010940700200000603000307010059500008062,631295478479186523285347196128564937753829614946731285892653741367412859514978362
075026940800003007306050001600500490030100005207980000004090560000070300010048200,175826943892413657346759821681537492439162785257984136724391568968275314513648279
009000040850300071306270905200006007000830500485000000010060032620010400008740090,179685243852394671346271985293456817761839524485127369914568732627913458538742196
037002090000803000251060800600000704008094130023008600000400005780509000100070420,837142596946853217251967843619235784578694132423718659362481975784529361195376428
000790260170000300009025040000480020905030600324001000001970005400000180803604090,548793261172846359639125847716489523985237614324561978261978435497352186853614792
700500261000230900004091005130040020970052030000670000629000070300008510018000004,793584261851236947264791385135849726976152438482673159629415873347968512518327694
402030098908000560060070200706290000150800000030104006540620107000001954800000002,412536798978412563365978241786293415154867329239154876543629187627381954891745632
005006200049005370680700040430179008160003400007000020000380009090601000003200500,375946281249815376681732945432179658168523497957468123526384719794651832813297564
106000009000050378000204510080302064007000900401067005290630400630070180000508000,156783249942156378873294516589312764367845921421967835298631457635479182714528693
000093054320000109040107600050406002010050003900000780008571000200008040605030090,187693254326845179549127638753486912812759463964312785498571326231968547675234891
002908000900040003650017040503600200010400065200009100104082300006000070780130009,432968517971245683658317942543671298819423765267859134194782356326594871785136429
020006700000900402158000900603010845000074000902008300007503000010002006300840090,429136758736985412158427963673219845581374629942658371297563184814792536365841297
100000500070090084004002691010003752000080000092067000608300070000476200430500009,169834527275691384384752691816943752743285916592167843628319475951476238437528169
