harder,solutions
980700600750060090006000000800040003030000000007900050200001004070020100008600070,983754621754162398126398547892546713531287469647913852265871934379425186418639275
980700600700500090004090007400080003030200000008000100040070008000850060000002500,985724631723516894614398257456187923139245786278963145542679318397851462861432579
980700600706900500040000000600300900002000010000080000500007000060030700000600095,981754632736921548245863179618372954352496817479185263593217486864539721127648395
980700600750040000003009070800005030000200800000000001300010002090007080000400006,982731645756842319143659278827165934531294867469378521378916452694527183215483796
000000001000002000003040250000026070002400360080003040005004620200500007900000000,429658731657132894813947256341826975792415368586793142175384629238569417964271583
980760500500009000007000000400930000050007300030050090008005600005076900000200010,981763542524189736367542189416938257859427361732651498298315674145876923673294815
980700000600000500005000097400030000008500600000002010006800900000040030000001002,984715326671293584235684197469138275128579643753462819346827951512946738897351462
980760000750000600006000000400080030005900800000002001007800900000030004000001020,982764315754193682316258497471586239235917846869342751147825963528639174693471528
980760500700500900004080000500600300032000090000000010300070059070900063000000700,983761542726543981154289637519628374632417895847395216361872459278954163495136728
980700600750000080006000000609800070040030000007940050200001000005200060000090002,981754623754326189326189547639815274542637891817942356278461935195273468463598712
980760500500000400003005080830000070050007008007000200000510800000402006000008020,984763512571829463263145789832951674456237198197684235329516847718492356645378921
980760500700500600000048000500600900000032060000005001200000097070200006005000200,982763514741529638356148729534617982817932465629485371268354197473291856195876243
980700600750000080006000000800040300005900074000000500200001000009870060008600050,984752631752136489316489725897245316635918274421367598263591847549873162178624953
980700600700500940004030000600800500008000020000001006400000000050097400000400065,985714632723568941164239857631842579598376124247951386476185293352697418819423765
000000001000002030014030500000000010005600300037010005041070050500800000900000407,326985741759142836814736592468357219195628374237419685641273958572894163983561427
980700600700050000004003070300005200060200007001070000100000806090800020000040009,983721645712654983654983172379465218465218397821379564147592836596837421238146759
980700600750060000006000000490000000005090700000300050009670500008050907000002001,983724615751863492246519378497185236315296784862347159129678543638451927574932861
980700600500080040007003000400000500060000080002007009001230000000170002000009000,983724615526981743147653298418396527769512384352847169891235476634178952275469831
000000001000012030004500600006700500030008000800000020009005006040900000570060900,328679451965412837714583692296734518431258769857196324189345276643927185572861943
980760000500400000006008500600054300003000040000300002300000010060083900009007000,982765134531492678746138529627854391813926745495371862378549216164283957259617483
980760500500000700006000094800300900020000000000090010700039000008070300005800070,981764523534928761276153894867312945129485637453697218712539486648271359395846172
980760500700040000000008090800000073063000000000000600600200700090007008000680100,981762534725349816346518297859126473263874951417935682638291745192457368574683129
980760500740300000006008000600000090070000400004603007060080040007400002000100700,983761524741325689256948371632574198579812436814693257165287943397456812428139765
980700600705040800004000050300000900008090020000001008009800005000050209000004000,983715642765342891124689357312578964578496123496231578239867415647153289851924736
987600000600050800004070030530060007400300060006007000300002000005030040000000100,987623415623451879154879632531264987472398561896517324349182756715936248268745193
980700600700050090043009000300500820000092000000030001200005070004000100000000006,985741632721653498643289715317564829856192347492837561268315974574926183139478256
980700600705000000000098040390007800008900000002000001060000300007603080000800070,981754623745362198623198745396217854418935267572486931864579312157623489239841576
980760500500004700004000086300900800020000000008000010009500070000080900000009035,982761543516834729734295186371946852625178394498352617169523478253487961847619235
900800700080000060005040000700300080060000900000002001300600090002005000000010004,913856742487231569625749318751394286264178953839562471348627195192485637576913824
980760500704005060050003000600900050000050400000006309090020000005000040000000901,983761524714295863256483197641937258379852416528146379197324685835619742462578931
980700600500040000003009050300008070090000006007200001030007090000010400000000002,981752643576843219243169857312698574895471326467235981634527198728916435159384762
980700600700500040004083000800900500020000008000018009500079080000060700000000005,983741652716592843254683917841927536329456178675318429562179384438265791197834265
980700000700090600005004000600400300070000000004002010090300800000081002000000050,982716534743295681165834297619478325278153469354962718591327846436581972827649153
100056000006700003080032000000007400010000090005020007090070040000000800002003005,123456789456789123789132564268397451317564298945821637591278346634915872872643915
980760500704300600000002000800090700070400010030007000500000076090000800008000050,982761534714385692356942187861293745279456318435817269543128976697534821128679453
980700600700000050004090008400080003003007500000903020107002000040010007000600000,985724631712368954364591278459286713623147589871953426197432865246815397538679142
980700600500060000006009050400080700008000300000304005050002030007090000000500001,983715624542863917176249853435186792218957346769324185851672439327491568694538271
980700600500090070007004000300020500008400060000000002010080300005640090000001000,983715624541296873627834915364129587258473169179568432412987356835642791796351248
980760000750000000004050970800090640000300000000006002400605000070080450000000001,982761534753948216164253978831592647629374185547816392418635729276189453395427861
980700000760000800005060000040000030009500600000020001007600900000030002000001040,983715426761294853425368719546179238219583674378426591137642985854937162692851347
900800700080090060005004000700000300030002050004100008050008002001600000000050090,926815734487293165315764289792586341138942657564137928659378412841629573273451896
000000001000002000003040050000600700004030080025080030009000008300090500540003090,982365471457912863163748259831659724694237185725481936219576348376894512548123697
000000000000000012003014500005000000010600070300085100030058400504006000800400009,156327948748569312293814567485971236912643875367285194639758421524196783871432659
980700600500084000007000000670800090005000800003020006060100008050000710000070900,981732654536984127427516389674851293295367841813429576762195438359648712148273965
980700600750000000006080000400007800000900070000008003020000108007600050005020060,983754612754216389216389745491537826368942571572168493629475138837691254145823967
980700600700085000000009000600070500004500090003006000260007900007290000000000010,985742631736185249142369875619478523874523196523916487261837954457291368398654712
000000000001002003020030140000300005004006000200070430002040070070803020300000009,563481297481792653927635148198324765734156982256978431812549376679813524345267819
980700000006090500000004080700300000009060200000000043500010006020000100001006090,983751624146298537257634981712345869439867215865129743598412376624973158371586492
980700600500600400003050080700400500000002074000000001400090050070500000005046700,982734615517689432643251987736418529158962374294375861461897253879523146325146798
980700000600080700007005000040008030006500800000020001008900600000030002000001040,981763254653482719427195386742618935136549827895327461218954673574836192369271548
000000012000003004005240600020007040040000008500020900050960000600004000904700000,496875312872613594135249687329587146741396258568421973257968431683154729914732865
020400009007080000600000000090300500001040000800000070000060010040002305000500002,123456789457189236689723154294378561371645928865291473532964817746812395918537642
980700600750000080004080090400070000005300200000001006040090060000206003000000100,981724635753619482624583791436972518175368249298451376342195867817246953569837124
000000012000003400005040603003070500010800000900000020006004007020900000800060200,439658712261793458785142693643279581512836974978415326196524837324987165857361249
987650400600008000003790000800070095002000000000000100700900068090080700000000004,987653421625148379143792856816374295352819647479265183734921568591486732268537914
980700600700900580000040000800060090070800000056000800500600900030090000000002010,982751634743926581165348279821467395479835162356219847514673928238194756697582413
010000008000000050009030600008090006700002900000400300005080090020100000400007000,516249738342876159879531624258793416734612985691458372165384297927165843483927561
980700600500600070000090048700500300002000007000001000600050009090036000007900000,981745632524683971376192548719524386432869157865371294643257819198436725257918463
980700600000900000000050040730000009060000308002000050300600800001040000000002000,985724631417936285623158947738561429564297318192483756349615872271849563856372194
980760000750004000003080700800000020030090500000600001300070900000100040000006002,984765213752314698163289754816537429237491586495628371341872965629153847578946132
987650400600004500000807000500900030040000900000000056400060300020400005000000001,987653412632194587154827693576982134341576928298341756415268379723419865869735241
000000001002003040040050300000005600060400000305060070030040700050070008400008090,673984251592613847841257369184795623769432185325861974938546712256179438417328596
980700600750060080006000000605000800007580900000004070300007000009050700000200001,982741635753962184416835297635179842247586913891324576328617459169453728574298361
980760500700040300003200000300002060000096003000000007130007600009000021006900700,982763514765149382413285976351472869247896153698351247134527698579638421826914735
980700600500400000003090080300050060006000720000006001200003100030020090009004000,984735612562481379713692584327159468196348725845276931258963147431527896679814253
987600500000098000000075000430000080005006700000080000300007002040000010008060900,987634521524198673163275498436719285815426739792583146351947862649852317278361954
980700600500060000006000070400003000008050900000000024010200003005070800000501000,983742651571369248246815379469123785128457936357698124714286593635974812892531467
000000001002003040040050600003004002050600000700080000009800013030001090800000700,375946281682713945941258637193574862458632179726189354569827413237461598814395726
980700600700060085040005000500600038000058200000030000300006057050000100009000000,985721643712364985643895712591672438436158279278439561324916857857243196169587324
000000001001002030040010560000000007006100043400060080004050810050008000800900000,385694271691572438247813569518439627726185943439267185974356812152748396863921754
000056700006080000000103000200000300004000067067030021090570600000002000070060003,123456789456789132789123546218647395534291867967835421392578614645312978871964253
980700000600090700007005000400000063009600500000020010008900600000030004000001020,982746351654193782317285946471859263239614578865327419148972635726538194593461827
980700000700060000056000700600900800000040030000002001070800500000010020000003004,982754316731268459456139782623971845819645237547382961174826593395417628268593174
980700600750060000006000000070000043009004800005380700020000007000050980000007001,983741625752863194146529378871695243239174856465382719624918537317456982598237461
980760500700400900003090000500007098000900054000000700400500800060000000007020010,984762531725413986613895247546237198372981654198654723431579862269148375857326419
980700600750060090006000000400500030070004000005090800020100000007050900000003021,984732615751468293236915478492581736873624159165397842528149367317256984649873521
980700600700090050004008090630070900000803006000600002390007800001080000000900000,983725641716394258254168793635271984129843576847659132392417865471586329568932417
980700600007090050004006000830007900009800000000030002600070800071000000000009060,983725641167498253524316798832547916419862375756931482695173824271684539348259167
980700000706000900000050000400003020060800400000040001090500600000010040000002003,983764152756281934142359768478193526361825479529647381294538617837916245615472893
980760000540300000006005800600009400000600030000020001400000010050006900009070002,983764125541382769276195843612839457795641238834527691427958316358216974169473582
980700000006050700000000040600300080002040500000009003200400100060010007001007050,985724361146953728723861945619375284832146579574289613257498136368512497491637852
980760500704500000000080900500806300030005060000030090200000000090050600005000001,983762514764519283152384976571896342839245167426137895218673459397451628645928731
980760500500400700003000060400900200001000008000000000200094050005027900000500000,984762513516439782723158469467981235391245678852376194278694351135827946649513827
980700600750000090006000000400030200008600050000002001030007004007500080000010000,981753642753246198246189375419835267328671459675492831832967514167524983594318726
000000001001023000450100020000360074004500000070002600005000003020000400800000290,932657841681423759457189326298361574164578932573942618745296183329815467816734295
980700600700500400003000080600900500005020000000060001500009006007600050000004700,982741635761583492453296187624918573315427968879365241548179326197632854236854719
980700600700060050005900807600047900070090008000800000300000002090600700000001000,981752643723468159465913827638247915274195368159836274316579482592684731847321596
980700600700000080000050000670040000030000002009800060008501070007900050000000106,985712643716394285342658917671249538834165792259873461468521379127936854593487126
980700000006050400000000097600008000030000020001060300500600200060020010002004003,984712635176359482325846197657238941438195726291467358543681279769523814812974563
980760500050040800003008070600090045040000008009000600090080400000409002000100000,982761534756943821413528976671892345345617298829354617197286453538479162264135789
980700600500090080000004000470900060009005400000000007003009200001000890000200006,982751643514396782367824159478932561139675428256418937643189275721563894895247316
980700600750060080006000000400003000008070520005680900010000002007090800000000000,982714635753269481146538297421953768698471523375682914519846372237195846864327159
000000001001023000450100000000000670004206005605370004002500003040000800090000050,269758341781423596453169728138945672974286135625371984812597463547632819396814257
980760500700400900000008060500040000009007400000900035400500300002000000000004001,981763542726415983354298167573841629269357418148926735417582396632179854895634271
980700600005096000004080000800007300020800050000000001300070900010300024000000000,982715643735496218164283597891547362627831459453629871346172985519368724278954136
980760500700508900004000080300900700020000000000070060100030005000100070000059100,983762514712548936654391287361984752527613498849275361198437625435126879276859143
980700600705040030000000007600000208009050010000002000090030000004500003000401090,983715642715246839462983157651394278279658314348172965596837421124569783837421596
980700600700000900005080040600050009000900036000007000500600300070002005010005000,984713652723546918165289743631458279847921536259367184598674321476132895312895467
900760500700401900030008000400500700009007060002000000100005007090000100047100050,921763548785421936634958271416532789359817462872694315163245897598376124247189653
980760500700050800000004030800070600050200000000100000500000098070090056000000700,983762514724351869165984237841579623659238471237146985516427398472893156398615742
980700600500080000007006000400000030020400007009060800005070900000100020000003001,983721645564389172217546389458917236621438597739265814145872963396154728872693451
000000001000002030034010500000000400000601700057040010015070004070008050900000000,568397241791452836234816579189735462342681795657249318815973624476128953923564187
980700000006050000000004000800300200090000700001006040200900008070000300000010050,985723164746158923123694587867349215492581736351276849214935678578462391639817452
000000001001002003040050060000700800060040030702800000006004090090000300400090005,629483571571962483843157269934716852168245937752839146316524798295678314487391625
980700000500900070007054300700200060010070000002008500200000705009500006000020090,981732654534916872627854319758249163416375928392168547263491785149587236875623491
980700600705000000046000000600500900000080030000002001009400500000010002000003080,981725643725364198346891257618537924492186735573942861239478516854619372167253489
100050709057000006009200100000800000000000060010090305300000000500004000001030507,123456789457189236689273154234865971795341862816792345362517498578924613941638527
980700600500600400000080070400000050030000900009300046300900500090007004002001000,981754623527613498643289175468192357735846912219375846374928561196537284852461739
980700600700050090045009007500007030004530000000200001200900070060000008000000100,981723645726451893345689217592817436174536982638294751213968574469175328857342169
980700000600000700007065000400070030008500900000002004010030002006900500000000010,985721463621394785347865291452179836168543927793682154519438672236917548874256319
980700600700050090006008000400030970000209500000000002100000300040010009007500010,981743625734652891256198743425831976613279584879465132162984357548317269397526418
980700600750000090006000000409800070030040000008300050005900060000003509000002001,984751632751236498326498715469825173532147986178369254215984367847613529693572841
980700600005060040000003000800006700040090050000200001700000060060009300000010002,984751623315962847276483915852146739147398256693275481729534168561829374438617592
980700600500040000000000080090300700030600800002007001070030008009070300000900060,984752613561843279327169584198324756735691842642587931476235198819476325253918467
980760000760500000004009000070005860006300047000000002040050006000007480000006001,982763514763514298514289673371425869256398147498671352147852936629137485835946721
980700600750000080006000000400030000005900070000007004009400050007800060000002701,983745612754216389216389547471638925835924176692157834169473258527891463348562791
980700600750060000006008000430000060005090800000002003007080500000100020000004001,984731652752469138316258497439817265275396814861542973127983546648175329593624781
000006000006780003080130000201000900000020000030001006004000050010003007900500400,123456789456789123789132564241365978697824315835971246374298651512643897968517432
980760500500009000007000000050007400040050090000940003008005600005076900000200010,982764531531829746467513289159387462843652197726941853298135674315476928674298315
000000001000002340003010520000200060061004002070060000002001005006003004800900000,925438671617592348483716529349285167561374982278169453792641835156823794834957216
980700600500000000004090030700000000020006900009010003006040300000800041000005090,983751624567423189214698537731589462428376915659214873176942358395867241842135796
980700600005090000000008040730009500000500090000300002090030800060007050001000006,982745613415693278376218945734829561128564397659371482597136824263487159841952736
980700600750000090006090000040003000005600080000020100008900060000040002000001300,981752643752364891436198527149583276325617489867429135218935764573846912694271358
980700600700050000004009070400300000070008040002000100200007080040100003000500006,985743621763251894124869375418325967376918542592476138251637489649182753837594216
980760000700500800004003000050090720007006001000200000006030470000600003000007010,985764132732519846164823957653198724297346581841275369516932478478651293329487615
980700600705000000060084090400008000030900006000020800370000060008010700000000308,984751632725639481163284597459168273832975146617423859371842965598316724246597318
980700600705060040000008000860007400003400006000600002490070800000900010000000000,982734651735162948614598237861257493273419586549683172496371825358926714127845369
980700600700050080005000000670500040003070006000002007450900008000080400000010090,982743615714256983365198724678531249123479856549862137451927368296385471837614592
980700600504030000007000040300000002070600100009025000090070086000800010000009700,982741635514236897637958241351487962278693154469125378195372486723864519846519723
000000001000023004045600020000006400007500800026040050063005000700400000900000005,832954671679123584145687329518276493497531862326849157263715948751498236984362715
000000001000002030004050600005001007040005020800090500006300000050060800908007000,389476251567812934124953678295631487641785329873294516416328795752169843938547162
980760500700900080005008000590006070004000300000200000400007060070010004000000005,981764532723951486645328917598436271264179358137285649452897163376512894819643725
980700000600080700007000050040030020006900400000004001008500600000010040000002003,981725364652483719437691258845137926126958437793264581318549672279316845564872193
980760500700040600003005000800090700007000020000100005400009000070406800008070000,984761532725348691613925487836592714157634928249187365461859273372416859598273146
980700600705080400000003080600400900000005000000000002100006094076000100009100000,983754621715682439264913587632478915841295376597361842128536794476829153359147268
980700000600500000004030900500098000070600090009000002001020040000007100000000203,983742516627519384154836927546298731372651498819374652761923845235487169498165273
980700600700600050006040800030004008008200704000080010002007006000400000000020170,984753621721698453356142897135974268698215734247386519812537946579461382463829175
980700600750060000006009000400003000007050400005070960008090500000602010000000004,984731652752468139316529847461983275297156483835274961148397526579642318623815794
980700600760090050000000000500400000030000000009050800200501006007060901006079500,985742613761398254423615789512486397834927165679153842298531476357864921146279538
987600500400900600030080070600400900003002001000060000060050300009300006000040000,987613542421975683536284179618437925753892461294561837862759314149328756375146298
980700600500900400003000080700050006000600004000079500400500900005090002000001000,984732651521986437673145289749258316852613794136479528418527963365894172297361845
980760500700500900060040000800900400003020000000000010400070009070800054008000700,981762543734518962265349871817936425543127698629485317452673189376891254198254736
980760000750000600000005090800000700060007085000000040600009008070030209000170400,982764351751983624346215897895641732264397185137852946613429578478536219529178463
980760500700048600004000080500030700000400002000001006300000075090070060000300900,982763541753148629164295387518632794639487152247951836326819475891574263475326918
980700600700580000004009070400007080070000300002150000040002090000030006000000100,983741625726583419514269873465397281179826354832154967347612598251938746698475132
980700600705600400000080000400800960030000050000020000100008040090007100007100006,982741635715632489346589271451873962238916754679425813163298547594367128827154396
000000001000002030004010500000006000003070050280900400007030005390800700600000000,832564971519782634764319528175426389943178256286953417427631895391845762658297143
980700600750060000006000000400003070008070500000200001030004000007080900000100020,984731652752468139316592487495813276128679543673245891531924768247386915869157324
980700600500900400003080000700000040050400006000097500400500700090002005010000000,984725631521963487673184259769251843152438976348697512436519728897342165215876394
980700600700000090005040008800302000030000200001080006050010060000800005000000410,983725641724168593165943728846352179537691284291487356359214867412876935678539412
980700000600000700007050080040003020009500800000040001008600500000010038000002000,985726413623184759417359286841973625239561874576248391198637542762415938354892167
000000000000001002001030040003050060006140050070300800009500406350000090600090000,937624581465981372281735649143852967896147253572369814729518436354276198618493725
103400700000180060080007400000000010008012000000700802040070008500001000001000090,123456789457189263689237451234598617768312945915764832346975128592841376871623594
980700600500400000003090020700500800060000001008006090090004500000900080000057009,982713654576428913143695728719532846265849371438176295691284537357961482824357169
000000012000003400015060003000650000076001005800700100001000020067300000900010000,643875912789123456215469783194658237376291845852734169531947628467382591928516374
980700600700000050006040000090800700067300200000000001020080000009030800000900026,984725613712693458356148972591862734467351289238479561623584197179236845845917326
000000001001002340050030026000014007004200060080060002003000610200006000900300000,432697581761852349859431726625914837394278165187563492543729618278146953916385274
980700000600000800007050000400000030006800900000020001005900700000030020000001004,981763245653492817247158396412679538536814972798325461125946783864537129379281654
980700600705900400000085000600400390000090020000001000400009003060040900000600007,982734615715962438346185279657428391831596724294371586478259163163847952529613847
000000001002003040050460000000010700008004090670500000004000009080040030300008200,436927581192853647857461923945312768218674395673589412524136879789245136361798254
907600000500080600000900008400300860020000040000048009300006080050800031000030500,987625413531487692246913758415392867829761345763548129372156984654879231198234576
000000000000001023002340500000000406006420050070000000000008000004630005900070630,531296748647581923892347561329715486186429357475863219263958174714632895958174632
980760500700500090005000600400003000070000009008970060020000000007380050000000103,983762514762541398145839627491623785576418239238975461329157846617384952854296173
000000001002003004050060020006020070020000100500800300060908000097000400200070090,634289751972513684851764923346125879728396145519847362465938217197652438283471596
980700600500400090000060008700054000090000050030900704300500070002000000000001005,984735621516428397273169548728654913491873256635912784349586172152347869867291435
000000001002003000040050260004005000050000070200040086005080620060902005800000007,586294731792163458341758269634875192158629374279341586915487623467932815823516947
980760500700500080000008009870006090004070300000200000460007050090610004000000000,982764513731592486546138279873456192254971368619283745468327951397615824125849637
000000001000023040002100050000000005020061030301700000003004060060800000410000900,534678291198523647672149358946382175725461839381795426853914762269837514417256983
000000001000002340003010005001604000007003000060020130030200600100030058900000020,572346891819752346643819275391674582257183469468925137735298614126437958984561723
000000001000002030004010560001000000040060170600008003015900000070001005400050700,537694821169582437824713569781439256943265178652178943315927684276841395498356712
980700600700065900005000080800600400030020000006000001600000040078400006009000700,981742653723865914465193287857631492134927865296584371612378549378459126549216738
000000012001003040020040500000260050000300001700001600008000100040600005100009020,584976312671523948329148567813267459496385271752491683238754196947612835165839724
000000001000002340003010250001004005060070010700800600004003002030000090800900000,528439761617582349493716258381624975269375814745891623974163582136258497852947136
980760500700500080000008900570006090004900300000000000460007050200010000000000204,982764513731592486645138927573246891824971365196853742468327159257419638319685274
980700600700500040003060000800097005090040080005800000500900070020000000000001900,982734651716589243453162897864297315391645782275813469538926174129478536647351928
980700600750000090006000000400030000009600050000000200010076008008900570000800060,984751623751362894326489715462537189139628457875194236513276948648913572297845361
000000001000023040024010500000100600000370000030082010002000080300000009810700300,583469271761523948924817536278154693149376852635982417492631785357248169816795324
980700600500090000004003090050007200008030070000008001020004006007300040000000100,983725614576491328214683597451967283698132475732548961329814756167359842845276139
980700600700000500006040000600090050000500003000067900300900800070006020008001000,983725614741683592256149387637498251894512763125367948312954876479836125568271439
980760000700000600054032000500600900090010050000005080400000065070050400000400090,983761542721549638654832179542678913398214756167395284439127865876953421215486397
980000000007600500000090040400000003030080050005200600070060100001007005000100020,984315267317624589652798341428576913736981452195243678579862134261437895843159726
980700600706080050004006000690008700000900003000020000270000900001800000000007006,982715634736489152154236879693548721825971463417623598278364915561892347349157286
000000001000023045004100200005400020030006000700080000009500002560070900800000000,257864391916723845384159276695437128438216759721985463179548632562371984843692517
980760500700000960006040000800500700030000000000080002100000070009078100008100005,981762534724315968356849217812534796635927481497681352143256879569478123278193645
980760500700408900006000080500300470020070000000000001300007059000500040000030700,982763514735418962146259387591382476423671895867945231314827659278596143659134728
980700600500900700000050098700000009060070500005600004600500400030000000000020010,984731625521968743376254198743185269269473581815692374698517432132846957457329816
980700000600000900000000075070500000004000003000042010060800500000010002000003040,985726134637451928421389675172538469894167253356942817263874591749615382518293746
000000001002003040010450000003064020004700005720000600008040003200000080900008400,475892361892613547316457892153964728684721935729385614568149273247536189931278456
980700600500060000006009070430000000008050700000200001007090800000100030000004020,982713654574862319316549278431987562268451793759236481127395846645128937893674125
000000001000002030004050600000000700075060800900000026058700000060540000100003000,596384271817692435234157689621938754475261893983475126358716942762549318149823567
980700600705060040000009000690007300002000090000000001360000800007800000000003067,983745612725361948416289573694127385172538496538694721361972854247856139859413267
980700000600080700007005000500040030020001008006000900005600800000030004000002010,983726145651483792247195683518947236729361458436258971395614827172839564864572319
000000001000002030003040502000000060002400307080050010005004703700530100900070000,248365971571982436693147582457213869162498357389756214815624793726539148934871625
100000700050100006096070010008000000030040800700900060000002400500700090000030002,123456789457189236896273514218367945639541827745928361371692458582714693964835172
000000001002003000040050060000010074006008900070000806009800000050060007300002000,537286491612493758948157362893615274426738915175924836769841523254369187381572649
980700600700060000006000050400800000030004008009037400090300800070400300000002001,982745613753169284146283957425891736637524198819637425594316872271458369368972541
980700600700000050004000008690070300000906002000003000360007800001600000000080060,982745631716398254534261978698472315453916782127853496365127849841639527279584163
980760500500400970003000006800090050000800097000004800400500700020000000000008010,981763524562481973743259186837196452614825397259374861496512738128937645375648219
980700600500096000000008000490007800008400030005900004060070400002000081000800000,981754623534296178276138549493627815628415937715983264869371452342569781157842396
980760500500403900002000000700500400060040000000008030100000095090100004007000100,981762543576483912342915867729531486863249751415678239134827695298156374657394128
980700600700000090005090007500070006004600030000002100050040008000100060000003200,982714653746325891315896427523471986194658732867932145651249378239187564478563219
980760500760500080005000000800000000040003000009870060200000003090000100008390050,983761542761524389425938617812649735647153928539872461256417893394285176178396254
000000001000002003003140050000200040004360005370000060006410500040020000800009000,452936781618752493793148256569281347284367915371594862926413578147825639835679124
000000001000002000003040560007005000030060740600400200054800000070000009300070450,745693821816752394293148567427385916531269748689417235954826173172534689368971452
980700600750060080006000000809600050040080000000003000200010000008900062005800071,982735614753461289416298537829674153341589726567123948274316895138957462695842371
980700600700090050040300080070083000004060800000400007030600400000002070000000001,985741632763298154142356789679183245254967813318425967537619428491832576826574391
980700000600090700007005000400000032008600900000004050030010000009800500000002001,982763145653491728147285369471958632528637914396124857734519286219846573865372491
980700000600080700007005000700004030020000001009800500006500900000030004000001020,981746352654283719237195468718954236425367891369812547146528973572639184893471625
980700500700400900003020000600004075070600049000000600500900400000048050000006001,981763524725481963463529187698214375172635849354897612516972438239148756847356291
980700600500900740004060000700000060090000057000008900600800500030006002000010000,983741625562983741174265398718594263496132857325678914641827539839456172257319486
980700600500400090003060000400500270020000008000000000100005004004100900000007010,981753642567428391243961785438519276729634158615872439172395864354186927896247513
980700600700500040000083000800400900020070004000010000600057008090800060000000700,985724631713596842264183579871435926329678154456219387632957418597841263148362795
980700000600090700007005000040000030006900800000002061008500600000010004000003020,982746153654391782317285496549168237126937845873452961738524619265819374491673528
980700600705000090000000007640800009050060840000043060490600070002000900000010000,984751623715236498236498517641827359357169842829543761493682175162375984578914236
980700600500090040003000000400000200091020000005004090100050020000300007000006008,982745631517693842643281759468139275391527486725864193176958324854312967239476518
980760500700540090005009007390000200010000080007600000200000100000050004000006930,984762513731548692625139847396485271512397486847621359253974168169853724478216935
000000001000023040002504000004300010060002700800090000005200030090000006700000800,543986271618723945972514368254378619169452783837691452485269137391847526726135894
000000001000002034014030500000006000075040003800300700000900000037050010080000005,563497281798512634214638597329176458675849123841325769456981372937254816182763945
980700600750400000003090070800050030030000002000004100090070050000100096000000200,984715623752463981613892475846251739139687542527934168291376854475128396368549217
000000001000002030004050600005060700030800026800001000009000000540070000670009400,723648951956712834184953672295364718431897526867521349319485267548276193672139485
987600500400085000000070000700000000095007600000900030200000001076090800000006000,987613524461285379352479186723561498895347612614928735238754961576192843149836257
980700600750000090006000000400060300008540070005900064020009000009600080000010009,981754623754326891236891745492167358618543972375982164823479516149635287567218439
980700600750060090006009000500000043008050900000002000107090800040001000005070400,982713654754268391316549728561987243238154967479632185127495836643821579895376412
000000001000023004002400050001600500070000000800090020004200005090008000300070060,469857231587123694132469758921684573675312849843795126714236985296548317358971462
980700000006050900000000070430800000009060200000003004200600100001002009000010050,982746315746351928153289476435827691819564237627193584298675143571432869364918752
980700600500090070007006000400003000005600090000020400050001000010000302009800060,983715624561492873247386519492573186135648297678129435756231948814967352329854761
980700600700900050000084000600300500002000010000000008300009005060037900009500000,984751632721963854536284197647318529892475316153692478378149265265837941419526783
980700600504000000000080000700600030060008200050010006600900002007004300005060790,982751643574396128136482957728649531461538279359217486643975812897124365215863794
980700000700060900006000050400003000008900600000080004020000001007500800000021030,982715463715364928346298157471653289238947615659182374823476591167539842594821736
980700000600000700007050090040003002009500400000040010006900800000010003000002040,985761324612439785437258196748193562169527438253846917326974851894615273571382649
980700600500094080003060009400030000020800090000005006090600008001000000000000720,984721635516394287273568419467139852125876394839245176392617548751482963648953721
980700600750000080006000000430020700008900050000000003007500060000010002000004100,982753641753146289146289375439625718278931456561478923317592864694817532825364197
980700000600090700007005000400030020008900060000004001009500600000010003000002040,981726435652493718347185296496831527218957364573264981139548672724619853865372149
980700600500900400004080000700090000036007900005600000600500300009002040000000010,983754621562931487174286539741895263236417958895623174617548392359172846428369715
980760500700050960000004000800000006076080050059000800500070600030200000007000001,981762543724153968365894712843527196276981354159346827512478639638219475497635281
980700600700500400004090087300070094040209000000000000070030008003400006000001300,985742631731568429264193587352876194647219853819354762176935248523487916498621375
987600500400085000000000000700060000059007600000900030200700060090000001006090800,987612543462385197135479286743561928859237614621948735218753469594826371376194852
980760500500400970000000006400300700020000000000008001300094050000500000000037400,981763524562481973734259186498312765123675849675948231317894652849526317256137498
980700600750060080006000000800004030020000008005080900069070000000800001000050790,982741653753269184416538279891624537327915468645387912269173845574896321138452796
980700600705400900000080050600300400000042000000007001300000060070900043009000700,982753614735461928416289357657318492193542876824697531341875269578926143269134785
000001002000020030001000450003040005060700000840009000004000003070006090900800500,438591762657428139291367458713642985569783241842159376184975623375216894926834517
000000001000000234002004056001002060050070000800900000003001040090800000700050000,345269871967518234182734956471382569259176483836945127523691748694827315718453692
987600500400085000000009000706090800040700030020000090605007900090060000000000001,987624513461385729352179468716293845849751236523846197635417982198562374274938651
980760500500009070047030600400050030060000085000600400050040860000200001000000000,983762514516489273247135698492857136361924785875613429759341862634278951128596347
980760500704050600000804000500000093007030065000000700300070900009200007000000010,982761534714359628635824179568147293147932865293685741321478956459216387876593412
000000001000002030004350600005000070030540800800009040043000000060900000500460300,356794281798612435124358697415826973639547812872139546943275168261983754587461329
000000001002003040040050060004500007030010600200008090009000006020004080800700000,598246371762183549341957862684539217937412658215678493479825136126394785853761924
980700600500080070007006000040000003009050700006070800005060900000002010000000006,984721635563489172127536498741698253839254761256173849315867924698342517472915386
980700600700000500006080070600090040000300005000002100060040050004500200000001003,985713624741926538326485971658197342217364895439852167163248759874539216592671483
