hard,solutions
800090007000600900000300080000050030000000052701006000400000000300079800090000013,825491367173685924946327581289754136634918752751236498418563279362179845597842613
000400010420000003001060009005000000206007000000050700080090000700140000590600020,637429815429581673851763249375916482246837951918254736184392567762145398593678124
001005006000009040390000070200030001080000090000806000003400000000010080006900300,471285936562379148398641275249537861687124593135896427813462759954713682726958314
500300080000000009079028000100000070000030020080069050800002000046000000090000407,524396781318547269679128345163254978957831624482769153831472596746915832295683417
302080006000090708050000020780040009004000000010002000100070000040006370500400090,372184956461295738859637124785341269624759813913862547196573482248916375537428691
000903100607000080200000000050000400000060020010000000800070000000300500000400009,584923167697541283231687954356792418978164325412835796845279631769318542123456879
040000900005020003000050080001208040000004000000907060023800600000000090650000001,146783925895426713372159486961238547287564139534917268723891654418675392659342871
002004000000800300305002040400000000080015006007000519000400600000070001000006050,862734195714859362395162847451697238983215476627348519579481623246573981138926754
190000000002004079300000000450000000000280060200000730000170600040630010000000005,194867253862354179375921486456713892731289564289546731923175648548632917617498325
060010302008000000000900005020060000400000000000002071307009400005000000000705600,564817392198253746273946185729561834451378269836492571317629458685134927942785613
000007095000001000860020000020073008500000060003004900305000417240000000000000000,132467895957381246864529731429673158578912364613854972385296417241735689796148523
069107008002000006080000100000700032090008000006300800070004000000050040500006000,369127458152489376487635129845791632293568714716342895978214563621853947534976281
900050040000008600005000090200000030008007000000106000700600004002809007090000023,926751348134298675875463291217985436468327519359146782783612954542839167691574823
070300060000080500010000000809600400000102000500000000000700032400090000000000000,278359164694281573315467298829635417763142985541978326956714832432896751187523649
403000002000601000800000000000500970200030000010000000000840000090000600070000050,463957812927681345851324769386512974249736581715498236632845197594173628178269453
906000008040800009000006700090000000830050002001007500000015300000402010400000000,976524138145873269328196745594238671837651492261947583689715324753482916412369857
050240003060000020800000009400812000005000000008305000006000100300079205000100700,159247683764983521823651479497812356635794812218365947976528134381479265542136798
809000300000701000500000000070000026300090000000100040060200004000080500000000000,819462375632751489547839612178543926324697158956128743763215894291384567485976231
000020080010000070406007095200700400954830000000000000000001000500000003003600700,397524681815963274426187395238715469954836127671249538782351946569472813143698752
089020000000400500000000000160007000000500089000000020700000300400600000000090000,589726134217439568643851972162987453374512689958364721795248316421673895836195247
000100340000007102060000000900000060000001000307920000004000000008005200050310700,872159346493867152165234879921583467586471923347926518214798635738645291659312784
000070043800000500000000000200501000000000064000800000034000600000200100070060000,521678943897413526463952781286541379315729864749836215934187652658294137172365498
000000702007050000030069000500600008000004130010000000076800000050090420090030000,945381762167452893832769541524613978789524136613978254276845319358196427491237685
102000097000400000900001300000200008030840002700005000000050000000000010487600000,142368597853479261976521384514296738639847152728135649261954873395782416487613925
006003000097005130020091080000000070600000000041000009000500800000304700004016005,156873942897245136423691587935162478678459213241738659319527864562384791784916325
000090000003020000070041900020080100000006050600000070040002010001500063000000800,164395782953728641872641935325487196497216358618953274746832519281579463539164827
030500000004030020000806000020049006600250100001008090003005800000000070590000004,132594687864731925975826341328149756649257138751368492213475869486912573597683214
000009061600400050200500003030060000004001000070000218000008120050000000000050700,345279861617483952298516473132867549584921637976345218469738125751692384823154796
036402000800000040002780000020008730600004908700600000000007010000100300200006005,136452897875369241942781563524918736613574928789623154358247619467195382291836475
807006002000050000400000900000020067001004000006309004700060080009002000030000500,857496312913257648462138975394825167581674293276319854725963481149582736638741529
071008000500000020000000000000006801400030000000000700000450030016000000000200000,671328954539714628842695317923576841487139562165842793798451236216983475354267189
000062090009000005200000401000800106090500070100030000007600008300020600010003000,581462793439178265276359481753894126892516374164237859927641538348925617615783942
000900046810000307000000000000030000340000018070019000000500000002048900006070050,723981546815426397964357182251834769349765218678219435187593624532648971496172853
900500030004003002000021050006010040003069000200400000000000469780200000000000000,962584731154793682837621954596312847473869125218457396325178469789246513641935278
000405020810000000000000070300090100005000040000000000060010800002700000000200900,973485621814627539256931478347592186195876243628143795769314852582769314431258967
005700900000800004010000020400002000063180000000003760950000000008540300000006080,645721938392865174817934625471692853563187492289453761956318247728549316134276589
000800020006000300040200000003000601500900000800000000290000050000070000000060000,359816427126754398748293165973425681564981273812637549291348756685172934437569812
000270009800000000000408001320006900000009030700100002000000000094800006078900020,136275489847391265952468371321586947465729138789143652213657894594832716678914523
064000900100200000000000000000049300700000050000056000000500017043000000000000002,364178925158293746972465183825749361796321854431856279689532417243617598517984632
080000030001200090020000000600074000900003070000001000030002001000048003008000056,785496132461237598329185647653874219912653874847921365534762981196548723278319456
105080000000406000000700082006002900392000801010000000620007490000000005700900003,165289347278436519943715682586172934392564871417893256621357498839641725754928163
010050300000004070000600020207009000000000801460000000030080000000100000700000000,912857364856324179374691528287419635593276841461538792139782456625143987748965213
700400000050000300000000100368000000000020050000700000000500072130008000600000000,781435269456192387293867145368954721917326458524781936849513672132678594675249813
100203700000080005000004120000000070093010000006008000302006000001030080680050300,154263798267981435938574126415629873893715264726348951342896517571432689689157342
020080000007009001040000005200008009000160000078500000300406900009010002000000060,125384796837659241946271385213748659594163827678592413351426978469817532782935164
040000370003070490007080000001600000000000023590002000000000009605100000000030510,142569378853271496967483251231647985476958123598312647314725869685194732729836514
039704000071000000000000600000305040800020000000006900016500090000040060200008000,639784125571263489482951637967315248853429716124876953716532894398147562245698371
060000000004280000000031005000040390007900002008002700006020019480000000700500000,963475281154289673872631945215746398347958162698312754536827419489163527721594836
001000500000209000000800300530040000000000072600000000020100089400030000000000000,891473526763259841254816397537642918149385672682791453325164789418937265976528134
000000500870504090030090000060050009080000746000000000401000020000400107000800000,946381572872564391135297684364758219589132746217946853451673928698425137723819465
103007089000009307080000000000003400004005000000600208340000060000090000800700004,123457689456189327789362145218973456634825791975641238347518962561294873892736514
005000402300000000000000106000073000010009500040001370060900000800030700000240000,675318492321694857489752136258473961713869524946521378564987213892136745137245689
000300160027000000000900000048020000000600900000080000000074020300000500100000000,489352167627418395513967248948521736751643982236789451895174623372896514164235879
007900100003600700450000000020003080000800000040051030000090002504000010080004006,867945123913682745452317968729463581135829674648751239376198452594236817281574396
002000300030009201100000079080054000009000500070000013000000060700820000005607020,942571386837469251156382479283154697619738542574296813428913765761825934395647128
000100500000300006007009030016032009005000000380400000000000000840007100000000802,934126587258374916167589234716832459495761328382495671623918745849257163571643892
000450009000000003009000001060008700008002060904600000000830000600001000001000540,123457689456189273789263451265398714318742965974615832597834126642571398831926547
008000047010300800005000000050600000000209000830004090006080100700002000000050003,368921547417365829925847631259638714674219358831574296596483172783192465142756983
080700200190000000005098001040900702007002040600000000010800500300050006000009300,483761295192345867765298431541936782837512649629487153916823574378154926254679318
000000004300060090085700600000000040090002500102000009000004003407508000006010000,761289354324165897985743621578391246693472518142856739859624173417538962236917485
000009080800300002067500000002700600030045010000010005001000090005007100490000000,123479586854361972967582431512793648638245719749816325271654893385927164496138257
560000400007200000000000000000300078610000000000000002000046100100050000008000030,561798423397214865824635791945321678612587349783469512239846157176953284458172936
207040000000600030900000000400020800000005000000300000060103050000000209010000000,237541698145689732986732145453927861628415973791368524862193457374856219519274386
020000400700000006008007000003008900000000042054100000000060000500009300000340081,126953478735284196498617523263478915917536842854192637342861759581729364679345281
007020090000000500030000001000015000400000007109000600000046820000200045020038000,657123498241869573938457261362715984485692137179384652713546829896271345524938716
070500000400000290080040000002000007009000000050028000000900003000007015700650040,276519384435876291981243756862194537349765128157328469514982673628437915793651842
083600000000070040000000000060108000000000027000300000402050000700000800000000100,583642719621973548974581236367128495198465327245397681412856973736219854859734162
000580000007000600300604200970020503001050040500000700405900020000000060000010300,612583479847192635359674281976428513231759846584361792465937128123845967798216354
000015060030004070000800059300070006000000210400001000920000000000590700805003000,289715463531964872764832159312479586697358214458621937926187345143596728875243691
020003407500074000000600000000010800081000002000009073830000900000000060400902030,628593417593174286147628359369217845781435692254869173835746921972381564416952738
002000070004050000070008001006005080040100200509000000000000907030027800000540000,152394678864751392973268541216435789347189265589672413425816937631927854798543126
000603000740000010000005900000340001190000704200050000001000200020060070000500060,982613547745298316316475982857349621193826754264157839631784295528961473479532168
002004000046000801100000004005008006000900500080410000000700200900000060000300008,872194635346527891159683724795238416421976583683415972538761249914852367267349158
020000000006004070100080690000000020500000000009107056000006000781009500005010003,924761385856394271173285694468953127517628439239147856342576918781439562695812743
003400000500000047087100000006010800000002090000060002009000001030700050050980300,963427518521638947487195623296314875315872496874569132649253781138746259752981364
000300090020071000000086300600002030501000009700000400000003070000508103018000060,164325897823971654975486321689142735541637289732859416456213978297568143318794562
100040000000020500063000000009800000000000450000000701720000000000309000000600080,152743869987126543463598217579814326231967458648235791726481935814359672395672184
000000410900300000300050000048007000000000052010000000600200005070000800000090000,857962413924318567361754298548127936793486152216539784689271345175643829432895671
000206000070000005900000340007001000000600000050000203090047030430000008005009002,543276189178934625962185347327451896819623754654798213296847531431562978785319462
530000000079002000002500900000200680700000001080090200001700000000038002000960170,536419728179682435842573916913257684725846391684391257361725849497138562258964173
060020001000300070010000000304900000700000200000000508000085600000000040900000000,863427951549361872217598463384952716756813294192674538431785629678239145925146387
700902005300000907040700080000200000000010030004600210010000000207000600030001008,781932465365184927942765183193247856526819734874653219418576392257398641639421578
000700000120000084000080000094500000300002006700004500000000160601007305000050007,843729651127635984956481273294563718315872496768914532572348169681297345439156827
380600000009000000020030510000005000030010060000400000017050080000000900000007032,385621497179584326426739518762395841534812769891476253917253684243168975658947132
064000700000801000003000000500000028070060000000000050200500000000040300100000000,864952713752831964913674285596713428478265139321489657237596841685147392149328576
000043002001200600007005008000000004300000016000052089040000000085300007902007000,896743152451298673237615948519836724328479516674152389743921865185364297962587431
005009100000003600020000943000000060000700081010090200507010002008000000003060800,635249178984173625721658943472381569359726481816495237567814392148932756293567814
020000900000016400300940000002300080000000000000079006091800700030005060005000003,426583971859716432317942658972361584163458297548279316691834725734125869285697143
400010060900500000002000384000400100090051040000000078006039000000000007200004006,478312965963548712512796384635487129897251643124963578746839251381625497259174836
804009260070002000900600047509007000400000003000200900000930854000008000000000000,854379261176452398923681547539867412482195673761243985217936854645728139398514726
069010700001020006300000900005007000040000070000906005003000540070003060806000002,269318754451729836387654921695147283148532679732986415923861547574293168816475392
000090000000300070080002400400060000017504003000700005930000200000100600005000004,172495386649318572583672419458963721217584963396721845931846257724159638865237194
008200000009005007710008600000000040480000900100060000000000001000502003905030070,658279314349615827712348659597823146486157932123964785234786591871592463965431278
004003000800090060000008001013500000009000507000006010060720059000300100070009200,124673985857291364936458721213547698649812537785936412361724859492385176578169243
060000000003001500090800071600002030000750004000090008201000006006000000080500040,168975423723641589495823671674182935839756214512394768251437896946218357387569142
409000500000800002700300000000040700080000060010000000000600120500090000000000030,429761583136859472758324691395246718284517369617938254943685127572193846861472935
005030000000000008000072103000060070000000302000804050509006000408000007603000000,245138796731649528986572143852361479164795382397824651579216834418953267623487915
004002300850060400000000001080700060000005080003040000000500070001006200090020000,914872356852361497367459821289713564146295783573648912628534179731986245495127638
020700000000001300000080201010058903050090000400000000008010009000932050700000000,123769584864521397975384261216458973357196842489273615538617429641932758792845136
805000002000401000300000000060700400200050000000000090000380000010000700090000060,845967132926431857371528649569713428284659371137842596752386914613294785498175263
700030000000050600004000090200000701000908000000400000530000200000100080060000000,796834125812759634354216897289365741145978362673421958538647219427193586961582473
600040003010000070005000800000502000300090002000100000008000900070000050200030004,687941523412358679935627841794562318351894762826173495548216937173489256269735184
000906004400000072001000000080370400620008007000090000730000510008050003900000000,872936154463581972591247836189372465625418397347695281736824519218759643954163728
405000009030000000900100570000008360100300000000070092000090020749000000500060008,415687239637259814982143576274918365196325487358476192861594723749832651523761948
103000009006000000080000540000049003600000020000100050008900204007300001040000000,123456789456798132789213546275849613691537428834162957318975264567324891942681375
007000400006100000023050007002000005810000200000600010000400000000000340008032700,157263489986174523423958167762841935814395276539627814371489652295716348648532791
001000000020080301004063000000400030000095000900001602060000407005700000700009800,631257984527984361894163275178426539246395718953871642369518427485732196712649853
003080950800090000000703001030000046008040020700002500002604000000900300590000000,123486957874591263965723481231859746658347129749162538312674895486915372597238614
001000007000890000000000600260030000000500074900000000000104050830000000000000200,681243597573896412429715638264937185318562974957481326796124853832659741145378269
000490000800100050010000000000002400050807200300040007900006003006000080000070009,623495178847163952519728364798612435154837296362549817971286543236954781485371629
020000040040006271703000000002000009008000700090005010006109004000600090000002105,921578643845396271763214958132467589458921736697835412576189324214653897389742165
100000308060400000000000000203010000000000095800000000050600070000080200040000000,124597368369428517587361924293815746416273895875946132958632471631784259742159683
060080000100900200850001000009102603070564000000000070000400000000006705000019800,962387451137945286854621937589172643273564198641893572716458329498236715325719864
000000300009007010780400000300500200000320080000081000000006400000000091405000006,154692378239857614786413952318569247567324189942781563821976435673245891495138726
200004800095007030000600000000010000043000005060308400470200500006000000020000690,237594816695187234184623957952416378843972165761358429479261583516839742328745691
002000040010000032800001070007015060050000407000000000790500020006002000200890600,972358146415976832863241975387415269159623487624789513798564321546132798231897654
630800010097000000000000030000100006100050000040006000500200001004000907300007480,632895714897431625451762839923178546186954273745326198578249361214683957369517482
600070800090500000400001000050008600000200000000006029030020090000000040240309001,615972834798543162423681975352498617169237458874156329531824796986715243247369581
800000021001009506000005300070400060000070009002090000308600000105000000000000042,859763421731249586264815397973452168416378259582196734348627915125984673697531842
002000680003000020074082000000405090300000005008070103000000000000897002000024500,152349687863751924974682351216435798347918265598276143421563879635897412789124536
000000042581000000000860000000400905000003000068007000053020084000000007200000100,697315842581742396324869751132486975475193268968257413753921684819634527246578139
003000070019200006040000100090704000600000400000036080070603050000000800200590000,523861974819247536746359128392784615687125493154936782478613259935472861261598347
000000400005070010000302007060080000009005000010000209000000008400600000307900065,178596423235874916694312857762189534849235671513467289956721348481653792327948165
000400025000001080020090070700000300603000000080037050090200000400100800000078090,137486925945721683826593471719845362653912748284637159398264517472159836561378294
040009003000507900068000007700030000085020000000900010054003000019400008000000300,547619823231587964968342157796134582185726439423958716854273691319465278672891345
004093080068000000000000009030040600000605002080000700600710000017900000000000040,174593286968427513325186479732849651491675832586231794643718925217954368859362147
003000000050080007874005000000000796018090000000200000006300002401600000000804300,963721584152486937874935621325148796618597243749263158586379412431652879297814365
000000300600001000008090000400000000150670040007200050040700025000060700080005090,974526381635841279218397564423958617159673842867214953346789125591462738782135496
060000070000208500900001002090000130006500000038000000040037060007100008000000700,862345971173298546954671382295786134416523897738914625541837269327169458689452713
005000060030607000102000003400000006000009800080030000020000078000010050003900040,875321964934687521162594783491875236356249817287136495529463178648712359713958642
040000900106005000900400108000600050710000000000031000080040000000070029002300004,248167935136985247975423168823694751714852693659731482387249516461578329592316874
000003100000200700430000920802000050650004000000001000009067000300012000000000480,928743165165298734437156928842679351651324879793581642589467213374812596216935487
400000700006800005900720010000260000040500009000001000085000003000003000700000804,421356798376819245958724316519268437642537189837941652185472963294683571763195824
000300010014027000000005006653000107470000000100000080000004905800000020000500000,267398514514627839389415276653842197478139652192756483731284965845963721926571348
003450080000000000709031000240007000008009005000010020070000290800000000002000604,123456789456798132789231546245387961318629475697514823574163298861942357932875614
702000400000809600000500000080000500300010000000040070100000032000600000090000000,752163489431829657968574321284796513375218946619345278146957832523681794897432165
030400081000090005060008400500000010001900040080107053008030000000600700000004090,935476281847291365162358479594823617371965842286147953618739524459612738723584196
030400060020001409004600000500000100600008950008007004009800000000000810300040005,937482561826351479154679283573964128641238957298517634719825346465793812382146795
390600000006000000040020810000005000070010020000400000085040070000000300000007042,391678254826154937547923816132795468479816523658432791285341679714269385963587142
270000100100000000000500000005308000030400000000000900004000083600010000000020000,278639145156247398349581627495368712731492856862175934914756283623814579587923461
002300000850040000970501000400000890020910003000004006000000509000005010007030008,142386975853749261976521384415263897628917453739854126261478539384695712597132648
200090008000400700600000000040307000000000092000100000500060000000000310000508000,271693548395482761684715923149327856753846192826159437537961284968274315412538679
000000801700200000000506000000700050010000300080000000500000020040080000600030000,254379861761248593893516742326791458915824376487653219538167924142985637679432185
026039000000600001900000700000004009050000200008500000300200900400007620000000004,126739845847625391935481762213864579654973218798512436361248957489157623572396184
100000702030100000090000000000390060508000200000000000200008500000600090000040000,154963782632187954897254613721395468568471239943826175219738546485612397376549821
000000020004300096500002100100000700000000432000050010060000000005970008090680000,981546327724318596536792184142839765859167432673254819368425971215973648497681253
009307000200900004000800600003600410000010000600002009130000705006000000070400000,849367251267951834315824697753689412492713568681542379134296785526178943978435126
100060000000020700053000000009800000000000410000000607420000000000309000000500080,172465839984123765653798241749816352236957418518234697425681973861379524397542186
020000030000100700083060000006028570009007000000000460500070000400001002000004000,725849136964132785183765294316428579849657321257913468591276843478391652632584917
068007000000300010000902080006050247014700500500000000700000004005090000000008020,368417952249385716157962483936851247814723569572649138721536894685294371493178625
600000000005740060940800000004000200060008040000001507030000000007000024000003001,678159432315742968942836715154397286769528143283461597531284679897615324426973851
060007509000043000000050000003000480000060005012000060090072004400000020008000100,264817539785943612139256748653729481847361295912485367396172854471538926528694173
004500007020096000000000000200000900043800010000015000005000430780000000000180000,864531297327496851519278643251743986943862715678915324195627438782354169436189572
000450009000000003009000001060008700008002060904605000000830000600001000001000540,123457689456189273789263451265398714318742965974615832597834126642571398831926547
800005400000000000406000802001000600090003004200800700000007560002900000640530000,879265413125384976436179852351742689798653124264891735913427568582916347647538291
000250000650000400309000000400000130080000609000083500000001040091070300500090000,814259763652738491379614852425967138183542679967183524736821945291475386548396217
530008010000000500079006002000709000006005890000020000000001004300000000800040700,532978416618234579479156382183769245726415893954823167267381954341597628895642731
100070600805000003007400051000000700004020000500106020000609300690000000000004000,142573698865291473937468251216845739384927516579136824421659387693782145758314962
030000607070000024004001000090000003000010080000050700602004000003208060040000500,138425697579683124264791358795846213426317985381952746612534879953278461847169532
004000060000015000600007050090020300300700009000006200000000801400100070009003000,574389162982615734613247958796421385321758649845936217237564891468192573159873426
000002000000070001700300090800700000020890600013006000090050824000008910000000000,659412378238679451741385296865723149427891635913546782396157824574268913182934567
000000410900300000300020000048007000000000062010000000500200006070000800000090000,827659413964318257351724698248167935793485162615932784589271346176543829432896571
000030070901000052007000004000090000002008009600700020040006000006057001300100000,824935176961874352537621984483592617712468539659713428145286793296357841378149265
000000070006501000090000060300080000002070400064900008100000200009000540050003009,523864971876591324491327865315486792982175436764932158147659283639218547258743619
006001000803009100090000007000200050000100400030046801209004030000500000650030010,746351982823479165195862347481293756967185423532746891279614538314528679658937214
390600000007000000060090120000005000020010060000400000085060090000000400000007032,392641875817532946564798123679285314428913567153476289285364791736129458941857632
102000000060000090070041000200900605000080040008004000006020007000500000500800003,132698574864752391975341268241937685693185742758264139316429857487513926529876413
000603700051000000000002000000010054600700000000000080140580000300000200000000000,498653712251879436736142895927318654684795123513426987142587369375961248869234571
000080000000000472075000000300005000000079805000200700200053060600000000008600100,124387596836591472975462381317845629462179835589236714241753968653918247798624153
000000120000300600000809000000020060308000000700050000015000400000700009040000000,693574128584312697172869345459128763368497251721653984815936472236745819947281536
300090008020600509000000040804230000000050007000001200086140000000000070150009060,317594628428673519695812743864237951231956487579481236786145392942368175153729864
000100500000026000403000000000070643065000000000000080300800000000400200010000000,976184532581326479423795861192578643865943127734261985349812756657439218218657394
090000070060000090001008000000092006000800400034050019000010000400000100500380900,398245671265173894741968523157492386629831457834756219982614735473529168516387942
002006000000020904004000000000800000500000002080049053300050600050000008700060030,132496587875321964964587321213875496549613872687249153321758649456932718798164235
001000080000200500000600000000014030620000700000000009270800000000030004500000000,361475982497281563852693417785914236629358741134762859273846195918537624546129378
064020000000001000800700030000130070008002001700005900000400500300000009100060080,964328715273541896815796432596134278438972651721685943689413527342857169157269384
408000002000003000001900800000030000000100040005002000030546009100009006700000400,498761532576823194321954867617435928283197645945682371832546719154379286769218453
200703400180000060000000000003400005600000000000000000005300700090080010000010000,269753481187249563534168972873491625642875139951632847415326798396587214728914356
000070001006000005000000400090000500608105000000000087310090000760020000200310009,853479261946281375127653498492867513678135942531942687315794826769528134284316759
001000800000604000000030000000720000400000050090000030600000201000800700310000000,931572846825614379746938125563729418478163952192485637684357291259841763317296584
000800000004300800700000190050000070300240000008009003029000000000001020001002409,162895347594317862783624195956138274317246958248759613629473581435981726871562439
050400008006000090040003000000000039005000806009850000020004010600100000008000002,952461378136578294847293651281746539475319826369852147723684915694125783518937462
000500040000013207000040600400000002050000000002700309060302080007000000001800700,126597843845613297793248615478935162359126478612784359964372581287451936531869724
280006000040050820010000090020400003300005000000020509002570030100004000400100970,285936147943751826716842395521489763379615284864327519692578431137294658458163972
100080003053400020900000000007200160500000090001000007000640000000010200005072008,162785943853496721974321685387259164546137892291864357728643519439518276615972438
000204900040000050003700008800010064000300500090080000000000740015000000600000020,158234976746198352923765418837519264461372589592486137389621745215847693674953821
900000040000400090030090521009000000600530400000000050002008000010604002007003000,975321846126485397834796521259847163681532479743169258362958714518674932497213685
702010000050004000009200580600008200000700000105000006500009300000000004807002060,782516439351984672469237581643198257298765143175423896524679318936851724817342965
000300180026000000000500000047020000000100300000070000000064020900000500100000000,475392186826417935319586247547823619698145372231679458753964821982731564164258793
057900000090000004200000006000009070030700080010030960000024050003000000000068000,457916823396285714281473596825649371639751482714832965178324659563197248942568137
005801900000000020060700030907006000000000140800000003000610000004007000620090004,435821976791463825268759431917346258356982147842175693579614382184237569623598714
300000000020080009000450106002000000000098000005640810007000500000700608100060004,314926785526187349798453126482571963671398452935642817867234591249715638153869274
009000003000009000700000506006500400000300000028000000300750600600000000000120308,219675843865439721743281596936512487157348962428967135382754619671893254594126378
050009000604002003000070004000000010800030000769000200000000705390100000000006000,153849672674512983928673154532968417841237569769451238216384795397125846485796321
403000002000601000800000000000500790200030000010000000000840000090000600070000050,463957812927681345851324967386512794249736581715498236632845179594173628178269453
030000200000080000000010000007000080020500000000200300108000074900000500000005600,834756291612984735795312846567139482329548167481267359158623974946871523273495618
020800300000700000900000000000060740030200000010000050405090000000000801600000000,527849316148736925963512478859163742736254189214987653485691237392475861671328594
506000300000801000200000000090060700040700000000000200000100049300050000000000080,586947321937821456214635897192564738643782915758319264825173649369458172471296583
002008070860000020070000300010679200008000000040000050000100009000050460007063000,132498576865731924974526381513679248628345197749812653256184739381957462497263815
004098000509030000000700040000000920300000800082009500900006003020053700100000000,214698375579234186863715249645381927391572864782469531957826413426153798138947652
000000005070080030900025000000009006690070050000010807080207000061030000300000400,832791645175486932946325781718549326693872154254613897489267513561934278327158469
100000308060400000000000000203010000000000075800000000070500060000080200040000000,125976348369428517784351926253817694416293875897645132978532461631784259542169783
003000000060709001000600000016000809000000024098000000500002060000504030009003200,123485796865729341974631582216347859357198624498256173531972468682514937749863215
019060000200000700000000000300401000000000091000050060000203400051000000000700000,819567243245139786673824159396481527524376891187952364968213475751648932432795618
000070800805000097000500000010090000020005030700003000200060900000004002460008700,132479865845631297976582341513296478628745139794813526251367984387954612469128753
370600000009000000020080650000005000060010080000400000098020040000000300000007012,375694128689152473124783659917835264463219785852476931798321546241568397536947812
090000020800200000000001008009004500050600700604080000000000050206800003000140009,791438625835296147462571938329714586158623794674985312947362851216859473583147269
000500940050600080004090300300070100400000000297000000600950002500200010020080000,172538946953641287864792351386479125415326798297815634641953872538267419729184563
400000060000080020006200089000040000910008700300000000259000000000093002004000100,482957361193486527576231489627345918915628734348179256259814673761593842834762195
360100050000040290000007000610000000000009400800000000002050000000800006000000003,367192854158643297249587361614278935725369418893415672432756189971834526586921743
000870020094500100003400007006050000000007002070000060009000000000326001040008000,165873429794562183283419657936254718418637592572981364329145876857326941641798235
000000000400019000000005001030800000105000070008006200000000320083002090006700040,351284769467319582829675431632857914145923678978146253714598326583462197296731845
003008002070040001004000900018023005700006020006017000000004830300000007500000000,163798542972645381854231976418923765795486123236517498627154839341869257589372614
002009030800000004009500008000000000083650000460071003018030207000000000700000010,672489531851763924349512768127398456983654172465271893518936247296147385734825619
030000060000540200200090007000000100000008040000056070006300008045000000087004000,739182564618547239254693817462739185573218946891456372126375498945861723387924651
000010780500009000000000040020000000000600003074080000000003002080040010600500000,269314785548769231731852649126437958895621473374985126457193862983246517612578394
500080013010000700800400000000800094000023000900000007006054039002006000005000001,579682413614539782823471956231867594457923168968145327186754239792316845345298671
000009080000040000027100000000000007006002900071850000008900600050620008000000250,143569782895247361627138594532496817486712935971853426218975643359624178764381259
805000002000901000300000000060700400200050000000000010000380000090000700040000060,815674932426931857379825641561793428284156379937248516652387194193462785748519263
000004500604700090010008040000590000050000938007000000000002300100400056706000000,879624513634715892215938647382591764451276938967843125548162379193487256726359481
040608050600040900100005000090000306001000000400800070008900000007006200200000003,749638152653241987182795634895472316371569428426813579538924761917386245264157893
020000593800500460940060008002030000060080730700200000000040380070000600000000005,126478593837592461945361278412937856569184732783256914251649387374815629698723145
000200090060094700008006000016000005004010009070040030000053040000000800200000003,437281596562394718198576324816932475324715689975648132689153247753429861241867953
100000709040007200800000000070010060300000005060040020000000008005300070702000046,123456789649837251857291634274518963398672415561943827416725398985364172732189546
000460000568000000300001000030000960095600000000700040080940300000070020100000890,719463258568297134342851679837514962495632781621789543286945317953178426174326895
002000000801300600000007004010900000000004800000006075024090300060000000009050008,372469581841325697956187234215978463697534812483216975724891356568743129139652748
900700100020010007000500600000000560000003200100050008240081300015420006009000002,956748123423916857871532649732894561598163274164257938247681395315429786689375412
000001000908000030000360400080100003070050000002000600003000090500000084010005070,324791865968524731751368429685172943479653218132489657243817596597236184816945372
020800005100000930000000000008400200000010000000060000610000070000205004300000000,923841765184657932576329148768493251459712386231568497612984573897235614345176829
047200000000096001002000000006004030008010000000800000000900003600002740704008009,147285396853496271962371584216754938378619452495823617521947863689132745734568129
700000130000106400600007080429000000000200000000080000090810000000000609005300000,742598136958136427631427985429671358863245791517983264296814573384752619175369842
000500900000801025800000001040000003010600000005070000009060000000013600030904007,173526984964831725852497361746152893318649572295378416429765138587213649631984257
000000000900000084062300050000600045300010006000900070000100000405002000030800009,174589362953261784862347951219673845387415296546928173628194537495732618731856429
840009001000080200000070040001004000083000060009000004000700030010800005020030400,847269351165483297932571648251694783483127569679358124594716832316842975728935416
010000630000003000800005009000407060040000010000090005100028000708050002002100000,915872634276943581834615729521437968349586217687291345193728456768354192452169873
060000070900080006003009100008095000020400060000210800005000600300040008040000020,864521379917384256253769184738695412521438967496217835185972643372146598649853721
150070000000000940080000000000008025600200000300000000000900300004600000070000001,159874236237156948486329517791438625648295173325761489862917354514683792973542861
000000940000090005300005070080400100463000000000007080800700000700000028050260000,215876943678394215349125876587432169463981752192657384826743591734519628951268437
000203001400008300000090000006000002005000800790000060500040200001000007900065080,859273641427618395163594728386957412215436879794821563578149236641382957932765184
020300060000070500010000000708600400000902000500000000000100039400080000000000000,927315864384276591615498372798631425143952687562847913856124739431789256279563148
800000009007100600030005000000806020000000700403070006900200000078000003006000908,861427539547193682239685471795816324682349715413572896954238167178964253326751948
003000080900000620000900000080400006040003700205007000008030000000005010007008400,163524987974381625852976341781459236649213758235867194418632579396745812527198463
000000500040000000500037002080006400009002008060001700003600809007800000000100000,936214587742568931518937642381796425479352168265481793123645879657829314894173256
700002001000150080300000000100940602004010070007800000070000000000200069900003010,789632541426159783315784296138947652264315978597826134671498325853271469942563817
900060100000001000000200076002305000080900002060000080403000000005700600000050930,957863124246571893831249576712385469384916752569427381473698215195732648628154937
001000000060000007300060890800009300030400200200805000000100004020040000000008526,781924653962583147354761892846219375135476289279835461698152734523647918417398526
204000800000008036000900405007000600000307000160000000070001000400080090082009300,254736819791458236638912475847195623925367184163824957379241568416583792582679341
008200000600090070000005410060000100000050009300600200400307000200000900086000050,148276593653491872972835416569782134824153769317649285495317628231568947786924351
070000000000000080009804060006100000500040200040090070000031602600000500004200003,478653921365912784219874365736128459591746238842395176987531642623489517154267893
